psyjaj@bann:G52OSC$ ./req1a
JOBS:
Id = 0, Burst Time = 29, Remaining Time = 29, Priority = 6
JOB ID = 948, START Time = 47846, END Time = 47935
JOB ID = 949, START Time = 47935, END Time = 47939
JOB ID = 950, START Time = 47939, END Time = 48005
JOB ID = 951, START Time = 48005, END Time = 48041
JOB ID = 952, START Time = 48041, END Time = 48121
JOB ID = 953, START Time = 48121, END Time = 48145
JOB ID = 954, START Time = 48145, END Time = 48207
JOB ID = 955, START Time = 48207, END Time = 48209
JOB ID = 956, START Time = 48209, END Time = 48284
JOB ID = 957, START Time = 48284, END Time = 48307
JOB ID = 958, START Time = 48307, END Time = 48358
JOB ID = 959, START Time = 48358, END Time = 48411
JOB ID = 960, START Time = 48411, END Time = 48484
JOB ID = 961, START Time = 48484, END Time = 48486
JOB ID = 962, START Time = 48486, END Time = 48521
JOB ID = 963, START Time = 48521, END Time = 48567
JOB ID = 964, START Time = 48567, END Time = 48637
JOB ID = 965, START Time = 48637, END Time = 48683
JOB ID = 966, START Time = 48683, END Time = 48697
JOB ID = 967, START Time = 48697, END Time = 48719
JOB ID = 968, START Time = 48719, END Time = 48728
JOB ID = 969, START Time = 48728, END Time = 48763
JOB ID = 970, START Time = 48763, END Time = 48791
JOB ID = 971, START Time = 48791, END Time = 48843
JOB ID = 972, START Time = 48843, END Time = 48881
JOB ID = 973, START Time = 48881, END Time = 48969
JOB ID = 974, START Time = 48969, END Time = 49011
JOB ID = 975, START Time = 49011, END Time = 49042
JOB ID = 976, START Time = 49042, END Time = 49117
JOB ID = 977, START Time = 49117, END Time = 49149
JOB ID = 978, START Time = 49149, END Time = 49174
JOB ID = 979, START Time = 49174, END Time = 49203
JOB ID = 980, START Time = 49203, END Time = 49226
JOB ID = 981, START Time = 49226, END Time = 49255
JOB ID = 982, START Time = 49255, END Time = 49307
JOB ID = 983, START Time = 49307, END Time = 49334
JOB ID = 984, START Time = 49334, END Time = 49426
JOB ID = 985, START Time = 49426, END Time = 49457
JOB ID = 986, START Time = 49457, END Time = 49550
JOB ID = 987, START Time = 49550, END Time = 49570
JOB ID = 988, START Time = 49570, END Time = 49625
JOB ID = 989, START Time = 49625, END Time = 49641
JOB ID = 990, START Time = 49641, END Time = 49687
JOB ID = 991, START Time = 49687, END Time = 49692
JOB ID = 992, START Time = 49692, END Time = 49765
JOB ID = 993, START Time = 49765, END Time = 49793
JOB ID = 994, START Time = 49793, END Time = 49804
JOB ID = 995, START Time = 49804, END Time = 49893
JOB ID = 996, START Time = 49893, END Time = 49919
JOB ID = 997, START Time = 49919, END Time = 49984
JOB ID = 998, START Time = 49984, END Time = 50049
JOB ID = 999, START Time = 50049, END Time = 50087

ATT is = 25225
ART is = 25174
